,wellbore,md,kh_kl,kv_kl,well_id,phi_best,clean_litho,grain_density,grain_size,sorting,cement
248,15_12-5,2912.5,0.43,0.2,113,9.3,sandstone,2.66,very fine grained fine grained,well sorted,very well cemented
249,15_12-5,2912.75,1.2,0.2,113,8.5,sandstone,2.66,very fine grained fine grained,well sorted,very well cemented
250,15_12-5,2913,0.7,0.2,113,9.5,sandstone,2.67,very fine grained fine grained,well sorted,very well cemented
251,15_12-5,2913.25,0.11,0.38,113,9.1,sandstone,2.66,very fine grained fine grained,well sorted,very well cemented
252,15_12-5,2913.5,0.1,0.2,113,9.5,sandstone,2.66,very fine grained fine grained,well sorted,very well cemented
253,15_12-5,2913.75,0.95,0.31,113,9.8,sandstone,2.66,very fine grained fine grained,well sorted,very well cemented
254,15_12-5,2914,0.98,0.33,113,10,sandstone,2.65,very fine grained fine grained,well sorted,very well cemented
255,15_12-5,2914.25,0.53,0.32,113,10.5,sandstone,2.65,very fine grained fine grained,well sorted,very well cemented
256,15_12-5,2914.5,0.72,0.2,113,10.5,sandstone,2.66,very fine grained fine grained,well sorted,very well cemented
257,15_12-5,2915,0.59,0.35,113,9.7,sandstone,2.66,very fine grained fine grained,well sorted,very well cemented
258,15_12-5,2915.25,0.16,0.52,113,10.2,sandstone,2.65,very fine grained fine grained,well sorted,very well cemented
259,15_12-5,2915.5,0.14,0.46,113,10.5,sandstone,2.65,very fine grained fine grained,well sorted,very well cemented
260,15_12-5,2915.75,0.45,0.52,113,9.6,sandstone,2.65,very fine grained fine grained,well sorted,very well cemented
261,15_12-5,2916,0.43,0.2,113,9.5,sandstone,2.65,very fine grained fine grained,well sorted,very well cemented
262,15_12-5,2916.25,0.46,0.2,113,9.5,sandstone,2.66,very fine grained fine grained,well sorted,very well cemented
263,15_12-5,2916.5,0.94,0.2,113,7.7,sandstone,2.64,very fine grained fine grained,well sorted,very well cemented
264,15_12-5,2916.75,0.78,0.2,113,10.3,sandstone,2.65,very fine grained fine grained,well sorted,very well cemented
265,15_12-5,2917,0.18,0.38,113,13.2,sandstone,2.64,very fine grained fine grained,well sorted,very well cemented
266,15_12-5,2917.25,0.65,0.42,113,15.8,sandstone,2.65,very fine grained fine grained,well sorted,very well cemented
267,15_12-5,2917.5,0.97,0.58,113,18.5,sandstone,2.64,very fine grained fine grained,well sorted,very well cemented
268,15_12-5,2917.75,0.96,0.39,113,14.4,sandstone,2.65,very fine grained fine grained,well sorted,very well cemented
269,15_12-5,2918,0.28,0.27,113,17.1,sandstone,2.65,very fine grained fine grained,well sorted,very well cemented
270,15_12-5,2918.25,1.3,0.49,113,19.5,sandstone,2.64,very fine grained fine grained,well sorted,very well cemented
271,15_12-5,2918.5,11.1,2.7,113,20.4,sandstone,2.65,very fine grained fine grained,well sorted,very well cemented
272,15_12-5,2918.75,1.1,0.26,113,17.2,sandstone,2.65,very fine grained fine grained,well sorted,very well cemented
273,15_12-5,2919,1.5,0.74,113,17.8,sandstone,2.65,very fine grained fine grained,well sorted,very well cemented
274,15_12-5,2920,3.9,2.4,113,19,sandstone,2.68,very fine grained fine grained,well sorted,very well cemented
275,15_12-5,2920.25,2.1,1.6,113,16.6,sandstone,2.69,very fine grained fine grained,well sorted,very well cemented
276,15_12-5,2920.5,2.9,5.4,113,17.1,sandstone,2.7,very fine grained fine grained,well sorted,very well cemented
277,15_12-5,2920.75,23.2,9.3,113,24.3,sandstone,2.66,very fine grained fine grained,well sorted,very well cemented
278,15_12-5,2921,10.6,10.8,113,21.5,sandstone,2.66,very fine grained fine grained,well sorted,very well cemented
279,15_12-5,2921.25,15.6,13.4,113,22.7,sandstone,2.66,very fine grained fine grained,well sorted,very well cemented
280,15_12-5,2921.5,3.5,0.71,113,19,sandstone,2.64,very fine grained fine grained,well sorted,very well cemented
281,15_12-5,2921.75,0.75,0.57,113,16,sandstone,2.64,very fine grained fine grained,well sorted,very well cemented
282,15_12-5,2922,14,4.1,113,23.1,sandstone,2.64,very fine grained fine grained,well sorted,very well cemented
283,15_12-5,2922.25,22.4,17.1,113,23.8,sandstone,2.65,very fine grained fine grained,well sorted,very well cemented
284,15_12-5,2922.5,150,53.6,113,27.1,sandstone,2.65,very fine grained fine grained,well sorted,very well cemented
285,15_12-5,2922.75,100,12.8,113,24.7,sandstone,2.65,very fine grained fine grained,well sorted,very well cemented
286,15_12-5,2923,94.9,49.7,113,27.2,sandstone,2.66,very fine grained fine grained,well sorted,very well cemented
287,15_12-5,2923.6,4.3,5.3,113,17.1,sandstone,2.71,very fine grained fine grained,well sorted,very well cemented
288,15_12-5,2924.25,26.2,29.1,113,24.3,sandstone,2.65,very fine grained,well sorted,very well cemented
289,15_12-5,2924.5,44.6,17.3,113,25.1,sandstone,2.64,very fine grained,well sorted,very well cemented
290,15_12-5,2924.75,11,1.8,113,20.7,sandstone,2.64,very fine grained,well sorted,very well cemented
291,15_12-5,2925,82.7,22.5,113,28.7,sandstone,2.64,very fine grained,well sorted,very well cemented
292,15_12-5,2925.25,46.1,31.6,113,26.4,sandstone,2.64,very fine grained,well sorted,very well cemented
293,15_12-5,2925.5,7.8,43.2,113,17.6,sandstone,2.7,very fine grained,well sorted,very well cemented
294,15_12-5,2925.75,49.2,0.13,113,12,sandstone,2.71,very fine grained,well sorted,very well cemented
295,15_12-5,2926,126,42.1,113,29.2,sandstone,2.64,very fine grained,well sorted,very well cemented
296,15_12-5,2926.25,13.7,3.9,113,24.4,sandstone,2.64,very fine grained,well sorted,very well cemented
297,15_12-5,2926.5,20.1,12.8,113,25.7,sandstone,2.64,very fine grained,well sorted,very well cemented
298,15_12-5,2926.75,59.8,13.8,113,28,sandstone,2.64,very fine grained,well sorted,very well cemented
299,15_12-5,2927,65.3,48,113,28.4,sandstone,2.65,very fine grained,well sorted,very well cemented
300,15_12-5,2927.25,72.9,57.6,113,29,sandstone,2.64,very fine grained,well sorted,very well cemented
301,15_12-5,2927.5,112,97.4,113,31.1,sandstone,2.64,very fine grained,well sorted,very well cemented
302,15_12-5,2927.75,69.5,49.3,113,29.6,sandstone,2.64,very fine grained,well sorted,very well cemented
303,15_12-5,2928,66,48.8,113,32.1,sandstone,2.64,very fine grained,well sorted,very well cemented
304,15_12-5,2928.25,160,73.8,113,30.5,sandstone,2.65,very fine grained,well sorted,very well cemented
305,15_12-5,2929,6.9,1.8,113,22.5,sandstone,2.64,very fine grained,well sorted,very well cemented
306,15_12-5,2932.5,214,43.5,113,30.7,sandstone,2.64,very fine grained,well sorted,very well cemented
307,15_12-5,2932.75,137,63.6,113,29.6,sandstone,2.64,very fine grained,well sorted,very well cemented
308,15_12-5,2933,129,24,113,28.6,sandstone,2.67,very fine grained,well sorted,very well cemented
309,15_12-5,2933.5,0.17,0.41,113,11.7,sandstone,2.66,very fine grained,well sorted,very well cemented
310,15_12-5,2933.75,10.8,1.8,113,24.9,sandstone,2.63,very fine grained,well sorted,very well cemented
311,15_12-5,2934,29.4,30.3,113,26.4,sandstone,2.64,very fine grained,well sorted,very well cemented
312,15_12-5,2934.25,69.6,28.4,113,28.9,sandstone,2.64,very fine grained,well sorted,very well cemented
313,15_12-5,2934.5,49.6,39.2,113,27.6,sandstone,2.64,very fine grained,well sorted,very well cemented
314,15_12-5,2934.75,74,25.1,113,28.7,sandstone,2.64,very fine grained,well sorted,very well cemented
315,15_12-5,2935,0.73,0.53,113,16.6,sandstone,2.69,very fine grained,well sorted,very well cemented
316,15_12-5,2935.25,0.64,6,113,17.3,sandstone,2.68,very fine grained,well sorted,very well cemented
317,15_12-5,2935.5,566,52.5,113,27.4,sandstone,2.65,very fine grained,well sorted,very well cemented
318,15_12-5,2935.75,969,745,113,29.1,sandstone,2.64,very fine grained,well sorted,very well cemented
319,15_12-5,2936,659,652,113,27.1,sandstone,2.65,very fine grained,well sorted,very well cemented
320,15_12-5,2936.25,1068,896,113,26.2,sandstone,2.65,very fine grained,well sorted,very well cemented
321,15_12-5,2936.5,196,120,113,22.5,sandstone,2.65,very fine grained,well sorted,very well cemented
322,15_12-5,2937,1093,631,113,27.9,sandstone,2.65,very fine grained,well sorted,very well cemented
323,15_12-5,2937.25,1758,1573,113,30.7,sandstone,2.64,very fine grained,well sorted,very well cemented
324,15_12-5,2937.5,2396,2107,113,29.9,sandstone,2.64,very fine grained,well sorted,very well cemented
325,15_12-5,2938,50.7,20.6,113,20.4,sandstone,2.69,very fine grained,well sorted,very well cemented
326,15_12-5,2938.25,248,222,113,26,sandstone,2.66,very fine grained,well sorted,very well cemented
327,15_12-5,2939.25,663,1136,113,30.6,sandstone,2.64,fine grained,well sorted,well cemented
328,15_12-5,2939.5,1967,2039,113,30.7,sandstone,2.65,fine grained,well sorted,well cemented
329,15_12-5,2939.75,805,715,113,30,sandstone,2.64,fine grained,well sorted,well cemented
330,15_12-5,2940,767,857,113,30.6,sandstone,2.64,fine grained,well sorted,well cemented
331,15_12-5,2940.25,431,206,113,30.1,sandstone,2.64,fine grained,well sorted,well cemented
332,15_12-5,2940.5,1685,853,113,31.6,sandstone,2.65,fine grained,well sorted,well cemented
333,15_12-5,2940.75,1384,1519,113,32.8,sandstone,2.65,fine grained,well sorted,well cemented
334,15_12-5,2941,2153,1859,113,27.3,sandstone,2.64,fine grained,well sorted,well cemented
335,15_12-5,2941.25,675,968,113,28.1,sandstone,2.65,fine grained,well sorted,well cemented
336,15_12-5,2941.5,134,65.3,113,23.6,sandstone,2.67,fine grained,well sorted,well cemented
337,15_12-5,2941.75,162,34.9,113,26,sandstone,2.65,fine grained,well sorted,well cemented
338,15_12-5,2942,1709,1445,113,26.9,sandstone,2.65,fine grained,well sorted,well cemented
339,15_12-5,2942.25,3,2.7,113,11.3,sandstone,2.73,very fine grained,well sorted,very well cemented
340,15_12-5,2942.5,353,904,113,22,sandstone,2.66,very fine grained,well sorted,very well cemented
341,15_12-5,2943,454,562,113,29.8,sandstone,2.65,very fine grained,well sorted,very well cemented
342,15_12-5,2943.25,438,412,113,26.8,sandstone,2.64,very fine grained,well sorted,very well cemented
343,15_12-5,2943.5,0.93,357,113,14.2,sandstone,2.64,very fine grained,well sorted,very well cemented
344,15_12-5,2943.75,136,141,113,29.3,sandstone,2.64,very fine grained,well sorted,very well cemented
345,15_12-5,2944,111,27.6,113,30.3,sandstone,2.64,very fine grained,well sorted,very well cemented
346,15_12-5,2944.25,23.3,3.2,113,24.1,sandstone,2.62,very fine grained,well sorted,very well cemented
347,15_12-5,2944.5,0.38,0.17,113,13.2,sandstone,2.65,very fine grained,well sorted,very well cemented
348,15_12-5,2944.75,11.3,7.8,113,21.2,sandstone,2.64,very fine grained,well sorted,very well cemented
349,15_12-5,2945,30.3,19.1,113,25.7,sandstone,2.64,very fine grained,well sorted,very well cemented
350,15_12-5,2945.25,33.8,37.3,113,25.3,sandstone,2.64,very fine grained,well sorted,very well cemented
351,15_12-5,2945.5,112,113,113,30,sandstone,2.63,very fine grained,well sorted,very well cemented
352,15_12-5,2945.75,65.2,57.3,113,29.3,sandstone,2.65,very fine grained,well sorted,very well cemented
353,15_12-5,2946,49.5,45.7,113,27.1,sandstone,2.65,very fine grained,well sorted,very well cemented
354,15_12-5,2946.25,26.4,13.1,113,23.5,sandstone,2.65,very fine grained,well sorted,very well cemented
355,15_12-5,2946.5,24.6,5.6,113,22.4,sandstone,2.65,very fine grained,well sorted,very well cemented
356,15_12-5,2946.75,36.9,31,113,24.5,sandstone,2.65,very fine grained,well sorted,very well cemented
357,15_12-5,2947,702,453,113,27.3,sandstone,2.6,very fine grained,well sorted,very well cemented
358,15_12-5,2947.5,555,472,113,25.3,sandstone,2.64,very fine grained,well sorted,very well cemented
359,15_12-5,2948,444,302,113,25.1,sandstone,2.64,very fine grained,well sorted,very well cemented
360,15_12-5,2948.25,1271,1476,113,27.3,sandstone,2.63,very fine grained,well sorted,very well cemented
361,15_12-5,2948.5,1438,1142,113,28.8,sandstone,2.64,very fine grained,well sorted,very well cemented
362,15_12-5,2949,1156,1284,113,30.6,sandstone,2.64,very fine grained,well sorted,very well cemented
363,15_12-5,2949.25,1583,1706,113,30.3,sandstone,2.64,very fine grained,well sorted,very well cemented
364,15_12-5,2949.5,1448,1091,113,31.1,sandstone,2.64,very fine grained,well sorted,very well cemented
365,15_12-5,2949.75,1258,1986,113,29.9,sandstone,2.65,very fine grained,well sorted,very well cemented
366,15_12-5,2950.5,1620,1609,113,31.5,sandstone,2.65,very fine grained,well sorted,very well cemented
367,15_12-5,2950.75,1521,1151,113,30.7,sandstone,2.65,very fine grained,well sorted,very well cemented
368,15_12-5,2951,890,868,113,28.6,sandstone,2.66,very fine grained,well sorted,very well cemented
369,15_12-5,2951.25,717,679,113,23.2,sandstone,2.68,very fine grained,well sorted,very well cemented
370,15_12-5,2951.5,669,512,113,23.6,sandstone,2.69,very fine grained,well sorted,very well cemented
371,15_12-5,2952.25,1283,977,113,28.6,sandstone,2.66,very fine grained,well sorted,very well cemented
372,15_12-5,2952.5,485,543,113,23.4,sandstone,2.68,very fine grained,well sorted,very well cemented
373,15_12-5,2952.75,496,384,113,26.9,sandstone,2.67,very fine grained,well sorted,very well cemented
374,15_12-5,2953,308,378,113,25.4,sandstone,2.68,very fine grained,well sorted,very well cemented
375,15_12-5,2953.25,409,435,113,26.3,sandstone,2.67,very fine grained,well sorted,very well cemented
376,15_12-5,2953.5,337,429,113,27.5,sandstone,2.65,very fine grained,well sorted,very well cemented
377,15_12-5,2953.75,86.4,42.2,113,22.5,sandstone,2.65,very fine grained,well sorted,very well cemented
378,15_12-5,2954,79.7,40.5,113,22.2,sandstone,2.64,very fine grained,well sorted,very well cemented
379,15_12-5,2954.5,0.53,0.44,113,12.7,sandstone,2.64,very fine grained,well sorted,very well cemented
380,15_12-5,2954.75,0.69,6.1,113,13.7,sandstone,2.64,very fine grained,well sorted,very well cemented
381,15_12-5,2955,43.3,14.6,113,21.2,sandstone,2.65,very fine grained,well sorted,very well cemented
382,15_12-5,2955.25,2804,1213,113,27.6,sandstone,2.65,very fine grained,well sorted,very well cemented
383,15_12-5,2955.5,242,357,113,21.1,sandstone,2.64,very fine grained,well sorted,very well cemented
384,15_12-5,2955.75,1311,504,113,28.7,sandstone,2.65,very fine grained,well sorted,very well cemented
385,15_12-5,2956,1186,793,113,21.2,sandstone,2.65,very fine grained,well sorted,very well cemented
386,15_12-5,2956.5,2234,1850,113,24.3,sandstone,2.65,very fine grained,well sorted,very well cemented
387,15_12-5,2956.75,1428,2243,113,27,sandstone,2.65,very fine grained,well sorted,very well cemented
388,15_12-5,2957,1263,1677,113,27.9,sandstone,2.65,very fine grained,well sorted,very well cemented
389,15_12-5,2957.5,1656,1360,113,27.6,sandstone,2.64,very fine grained,well sorted,very well cemented
390,15_12-5,2958.5,2994,3220,113,27.6,sandstone,2.64,very fine grained,well sorted,very well cemented
391,15_12-5,2958.75,6666,3290,113,27.3,sandstone,2.64,very fine grained,well sorted,very well cemented
392,15_12-5,2959,2203,2399,113,28,sandstone,2.65,very fine grained,well sorted,very well cemented
393,15_12-5,2959.25,1948,3423,113,25.6,sandstone,2.65,very fine grained,well sorted,very well cemented
394,15_12-5,2959.5,2539,1309,113,26.1,sandstone,2.64,very fine grained,well sorted,very well cemented
395,15_12-5,2960.25,5020,2523,113,27.9,sandstone,2.64,very fine grained,well sorted,very well cemented
396,15_12-5,2961.25,3039,486,113,28.2,sandstone,2.65,very fine grained,well sorted,very well cemented
397,15_12-5,2961.5,1843,4547,113,26.9,sandstone,2.65,very fine grained,well sorted,very well cemented
398,15_12-5,2961.75,7346,6064,113,29,sandstone,2.65,very fine grained,well sorted,very well cemented
399,15_12-5,2962,7830,5934,113,29.6,sandstone,2.65,very fine grained,well sorted,very well cemented
400,15_12-5,2962.25,5586,2567,113,30,sandstone,2.65,very fine grained,well sorted,very well cemented
401,15_12-5,2962.5,123,580,113,16.5,sandstone,2.71,very fine grained,well sorted,very well cemented
402,15_12-5,2962.75,341,687,113,17.6,sandstone,2.7,very fine grained,well sorted,very well cemented
403,15_12-5,2963,4699,4024,113,25.2,sandstone,2.66,very fine grained,well sorted,very well cemented
404,15_12-5,2963.5,102,225,113,11.9,sandstone,2.71,very fine grained,well sorted,very well cemented
405,15_12-5,2963.75,1571,881,113,23.6,sandstone,2.68,very fine grained,well sorted,very well cemented
406,15_12-5,2964,1850,1840,113,23.4,sandstone,2.67,very fine grained,well sorted,very well cemented
407,15_12-5,2965.5,4336,3878,113,29.3,sandstone,2.65,very fine grained,well sorted,very well cemented
408,15_12-5,2965.75,3315,3789,113,29.1,sandstone,2.65,very fine grained,well sorted,very well cemented
409,15_12-5,2966,4378,4628,113,31.4,sandstone,2.65,very fine grained,well sorted,very well cemented
410,15_12-5,2966.75,3547,2774,113,31,sandstone,2.65,very fine grained,well sorted,very well cemented
411,15_12-6_S,2838,0.08,12.3,1524,12.3,sandstone,2.67,very fine grained fine grained,well sorted,very well cemented
412,15_12-6_S,2838.25,0.04,11.7,1524,11.7,sandstone,2.67,very fine grained fine grained,well sorted,very well cemented
413,15_12-6_S,2838.5,0.04,10.4,1524,10.4,sandstone,2.67,very fine grained fine grained,well sorted,very well cemented
414,15_12-6_S,2838.75,0.02,9.38,1524,9.4,sandstone,2.66,very fine grained fine grained,well sorted,very well cemented
415,15_12-6_S,2839,0.07,8.51,1524,8.5,sandstone,2.63,very fine grained fine grained,well sorted,very well cemented
416,15_12-6_S,2839.25,0.13,7.54,1524,7.5,sandstone,2.67,very fine grained fine grained,well sorted,very well cemented
417,15_12-6_S,2839.5,0.03,9.55,1524,9.5,sandstone,2.64,very fine grained fine grained,well sorted,very well cemented
418,15_12-6_S,2839.75,0.13,10.5,1524,10.5,sandstone,2.65,very fine grained fine grained,well sorted,very well cemented
419,15_12-6_S,2840,0.03,10.2,1524,10.2,sandstone,2.64,very fine grained fine grained,well sorted,very well cemented
420,15_12-6_S,2840.25,0.04,10.5,1524,10.5,sandstone,2.65,very fine grained fine grained,well sorted,very well cemented
421,15_12-6_S,2840.5,0.03,11.1,1524,11.1,sandstone,2.66,very fine grained fine grained,well sorted,very well cemented
422,15_12-6_S,2840.75,0.03,10.4,1524,10.4,sandstone,2.63,very fine grained fine grained,well sorted,very well cemented
423,15_12-6_S,2841,0.02,11.4,1524,11.4,sandstone,2.65,very fine grained fine grained,well sorted,very well cemented
424,15_12-6_S,2841.25,0.02,10.4,1524,10.4,sandstone,2.64,very fine grained fine grained,well sorted,very well cemented
425,15_12-6_S,2841.5,0.02,10.3,1524,10.3,sandstone,2.62,very fine grained fine grained,well sorted,very well cemented
