wellbore;md_top;md_bottom;formation;Level;npd_litho_id;npd_id
34/7-9;2025;2429;KYRRE FM;FORMATION;92;889
34/7-9;2429;2435;RØDBY FM;FORMATION;137;889
34/7-9;2435;2443;ÅSGARD FM;FORMATION;198;889
34/7-9;2443;3240;LUNDE FM;FORMATION;97;889
34/7-10;993;1093;UTSIRA FM;FORMATION;183;947
34/7-10;1682;1728;BALDER FM;FORMATION;6;947
34/7-10;1728;1800;SELE FM;FORMATION;142;947
34/7-10;1800;1863;LISTA FM;FORMATION;95;947
34/7-10;1863;2145;JORSALFARE FM;FORMATION;74;947
34/7-10;2145;2394;KYRRE FM;FORMATION;92;947
34/7-10;2400;2440;BURTON FM;FORMATION;20;947
34/7-10;2440;2531;AMUNDSEN FM;FORMATION;4;947
34/7-10;2531;2562;NANSEN FM;FORMATION;108;947
34/7-10;2562;2620;EIRIKSSON FM;FORMATION;32;947
34/7-10;2620;2683;RAUDE FM;FORMATION;127;947
34/7-10;2683;3000;LUNDE FM;FORMATION;97;947
34/7-11;850;861;UTSIRA FM;FORMATION;183;1176
34/7-12;1151;1308;NO FORMAL NAME;FORMATION;111;1187
34/7-12;1308;1365;NO FORMAL NAME;FORMATION;111;1187
34/7-12;1365;1428;NO FORMAL NAME;FORMATION;111;1187
34/7-12;1428;1644;NO FORMAL NAME;FORMATION;111;1187
34/7-12;1644;1692;BALDER FM;FORMATION;6;1187
34/7-12;1692;1834;LISTA FM;FORMATION;95;1187
34/7-12;1834;1997;JORSALFARE FM;FORMATION;74;1187
34/7-12;1997;2154;KYRRE FM;FORMATION;92;1187
34/7-12;2154;2160;RØDBY FM;FORMATION;137;1187
34/7-12;2160;2161;MIME FM;FORMATION;106;1187
34/7-12;2161;2169;HEATHER FM;FORMATION;60;1187
34/7-12;2169;2213;TARBERT FM;FORMATION;162;1187
34/7-12;2213;2252;NESS FM;FORMATION;110;1187
34/7-12;2252;2269;ETIVE FM;FORMATION;35;1187
34/7-12;2269;2334;RANNOCH FM;FORMATION;126;1187
34/7-12;2334;2341;BROOM FM;FORMATION;17;1187
34/7-12;2341;2462;DRAKE FM;FORMATION;27;1187
34/7-12;2462;2518;COOK FM;FORMATION;24;1187
34/7-12;2518;2547;BURTON FM;FORMATION;20;1187
34/7-12;2547;2606;AMUNDSEN FM;FORMATION;4;1187
34/7-12;2763;2784;LUNDE FM;FORMATION;97;1187
34/7-13;1073;1085;UTSIRA FM;FORMATION;183;1233
34/7-13;1267;1323;NO FORMAL NAME;FORMATION;111;1233
34/7-13;1323;1670;NO FORMAL NAME;FORMATION;111;1233
34/7-13;1670;1724;BALDER FM;FORMATION;6;1233
34/7-13;1724;1852;LISTA FM;FORMATION;95;1233
34/7-13;1852;2097;JORSALFARE FM;FORMATION;74;1233
34/7-13;2097;2478;KYRRE FM;FORMATION;92;1233
34/7-13;2478;2485;RØDBY FM;FORMATION;137;1233
34/7-13;2485;2493;MIME FM;FORMATION;106;1233
34/7-13;2493;2523;ETIVE FM;FORMATION;35;1233
34/7-13;2523;2598;RANNOCH FM;FORMATION;126;1233
34/7-13;2598;2600;BROOM FM;FORMATION;17;1233
34/7-13;2600;2670;DRAKE FM;FORMATION;27;1233
34/7-13;2670;2742;COOK FM;FORMATION;24;1233
34/7-13;2742;2758;BURTON FM;FORMATION;20;1233
34/7-13;2758;2859;AMUNDSEN FM;FORMATION;4;1233
34/7-13;2962;2994;LUNDE FM;FORMATION;97;1233
34/7-14;856;1007;UTSIRA FM;FORMATION;183;1278
34/7-14;1267;1314;NO FORMAL NAME;FORMATION;111;1278
34/7-14;1314;1350;NO FORMAL NAME;FORMATION;111;1278
34/7-14;1350;1412;NO FORMAL NAME;FORMATION;111;1278
34/7-14;1412;1456;NO FORMAL NAME;FORMATION;111;1278
34/7-14;1456;1653;NO FORMAL NAME;FORMATION;111;1278
34/7-14;1653;1705;BALDER FM;FORMATION;6;1278
34/7-14;1705;1836;LISTA FM;FORMATION;95;1278
34/7-14;1836;2007;JORSALFARE FM;FORMATION;74;1278
34/7-14;2007;2173;KYRRE FM;FORMATION;92;1278
34/7-14;2173;2178;RØDBY FM;FORMATION;137;1278
34/7-14;2178;2182;MIME FM;FORMATION;106;1278
34/7-14;2182;2189;HEATHER FM;FORMATION;60;1278
34/7-14;2189;2227;TARBERT FM;FORMATION;162;1278
34/7-14;2227;2305;NESS FM;FORMATION;110;1278
34/7-14;2305;2343;ETIVE FM;FORMATION;35;1278
34/7-14;2343;2413;RANNOCH FM;FORMATION;126;1278
34/7-14;2413;2543;DRAKE FM;FORMATION;27;1278
34/7-14;2543;2629;COOK FM;FORMATION;24;1278
34/7-14;2629;2653;BURTON FM;FORMATION;20;1278
34/7-15 S;1100;1114;UTSIRA FM;FORMATION;183;1544
34/7-15 S;1367;1450;NO FORMAL NAME;FORMATION;111;1544
34/7-15 S;1450;1804;NO FORMAL NAME;FORMATION;111;1544
34/7-15 S;1804;1832;BALDER FM;FORMATION;6;1544
34/7-15 S;1832;1977;LISTA FM;FORMATION;95;1544
34/7-15 S;1977;2246;JORSALFARE FM;FORMATION;74;1544
34/7-15 S;2246;2957;KYRRE FM;FORMATION;92;1544
34/7-15 S;2957;3165;SVARTE FM;FORMATION;160;1544
34/7-15 S;3165;3397;ÅSGARD FM;FORMATION;198;1544
34/7-15 S;3397;3440;MIME FM;FORMATION;106;1544
34/7-15 S;3440;3550;DRAUPNE FM;FORMATION;28;1544
34/7-15 S;3550;3555;INTRA DRAUPNE FM SS;FORMATION;26;1544
34/7-15 S;3555;3581;DRAUPNE FM;FORMATION;28;1544
34/7-15 S;3581;3590;INTRA DRAUPNE FM SS;FORMATION;26;1544
34/7-15 S;3590;3597;DRAUPNE FM;FORMATION;28;1544
34/7-15 S;3597;3601;INTRA DRAUPNE FM SS;FORMATION;26;1544
34/7-15 S;3601;3656;DRAUPNE FM;FORMATION;28;1544
34/7-15 S;3656;3667;INTRA DRAUPNE FM SS;FORMATION;26;1544
34/7-15 S;3667;3675;DRAUPNE FM;FORMATION;28;1544
34/7-15 S;3675;3677;INTRA DRAUPNE FM SS;FORMATION;26;1544
34/7-15 S;3677;3802;DRAUPNE FM;FORMATION;28;1544
34/7-15 S;3802;3805;INTRA DRAUPNE FM SS;FORMATION;26;1544
34/7-15 S;3805;3846;DRAUPNE FM;FORMATION;28;1544
34/7-15 S;3846;3848;INTRA DRAUPNE FM SS;FORMATION;26;1544
34/7-15 S;3848;3855;DRAUPNE FM;FORMATION;28;1544
34/7-15 S;3855;3901;HEATHER FM;FORMATION;60;1544
34/7-15 S;3901;3908;INTRA HEATHER FM SS;FORMATION;59;1544
34/7-15 S;3908;4120;HEATHER FM;FORMATION;60;1544
34/7-15 S;4120;4123;INTRA HEATHER FM SS;FORMATION;59;1544
34/7-15 S;4123;4168;HEATHER FM;FORMATION;60;1544
34/7-15 S;4168;4172;INTRA HEATHER FM SS;FORMATION;59;1544
34/7-15 S;4172;4376;HEATHER FM;FORMATION;60;1544
34/7-15 S;4376;4434;TARBERT FM;FORMATION;162;1544
34/7-15 S;4434;4460;NESS FM;FORMATION;110;1544
34/7-15 S;4460;4513;ETIVE FM;FORMATION;35;1544
34/7-15 S;4513;4571;RANNOCH FM;FORMATION;126;1544
34/7-15 S;4571;4646;DRAKE FM;FORMATION;27;1544
34/7-16;1090;1105;UTSIRA FM;FORMATION;183;1550
34/7-16;1271;1307;NO FORMAL NAME;FORMATION;111;1550
34/7-16;1307;1513;NO FORMAL NAME;FORMATION;111;1550
34/7-16;1513;1560;NO FORMAL NAME;FORMATION;111;1550
34/7-16;1560;1678;NO FORMAL NAME;FORMATION;111;1550
34/7-16;1678;1734;BALDER FM;FORMATION;6;1550
34/7-16;1734;1861;LISTA FM;FORMATION;95;1550
34/7-16;1861;2150;JORSALFARE FM;FORMATION;74;1550
34/7-16;2150;2379;KYRRE FM;FORMATION;92;1550
34/7-16;2379;2386;RØDBY FM;FORMATION;137;1550
34/7-16;2386;2390;MIME FM;FORMATION;106;1550
34/7-16;2390;2434;ETIVE FM;FORMATION;35;1550
34/7-16;2434;2514;RANNOCH FM;FORMATION;126;1550
34/7-16;2514;2603;DRAKE FM;FORMATION;27;1550
34/7-16;2603;2660;COOK FM;FORMATION;24;1550
34/7-16;2660;2685;BURTON FM;FORMATION;20;1550
34/7-16;2685;2700;AMUNDSEN FM;FORMATION;4;1550
34/7-16 R;977;1083;UTSIRA FM;FORMATION;183;1677
34/7-16 R;1272;1308;NO FORMAL NAME;FORMATION;111;1677
34/7-16 R;1308;1514;NO FORMAL NAME;FORMATION;111;1677
34/7-16 R;1514;1561;NO FORMAL NAME;FORMATION;111;1677
34/7-16 R;1561;1679;NO FORMAL NAME;FORMATION;111;1677
34/7-16 R;1679;1735;BALDER FM;FORMATION;6;1677
34/7-16 R;1735;1862;LISTA FM;FORMATION;95;1677
34/7-16 R;1862;2151;JORSALFARE FM;FORMATION;74;1677
34/7-16 R;2151;2380;KYRRE FM;FORMATION;92;1677
34/7-16 R;2380;2387;RØDBY FM;FORMATION;137;1677
34/7-16 R;2387;2391;MIME FM;FORMATION;106;1677
34/7-16 R;2391;2435;ETIVE FM;FORMATION;35;1677
34/7-16 R;2435;2515;RANNOCH FM;FORMATION;126;1677
34/7-16 R;2515;2604;DRAKE FM;FORMATION;27;1677
34/7-16 R;2604;2661;COOK FM;FORMATION;24;1677
34/7-16 R;2661;2686;BURTON FM;FORMATION;20;1677
34/7-16 R;2686;2821;AMUNDSEN FM;FORMATION;4;1677
34/7-16 R;2945;2980;LUNDE FM;FORMATION;97;1677
34/7-16 R2;976;1082;UTSIRA FM;FORMATION;183;2389
34/7-16 R2;1271;1307;NO FORMAL NAME;FORMATION;111;2389
34/7-16 R2;1307;1513;NO FORMAL NAME;FORMATION;111;2389
34/7-16 R2;1513;1560;NO FORMAL NAME;FORMATION;111;2389
34/7-16 R2;1560;1678;NO FORMAL NAME;FORMATION;111;2389
34/7-16 R2;1678;1734;BALDER FM;FORMATION;6;2389
34/7-16 R2;1734;1861;LISTA FM;FORMATION;95;2389
34/7-16 R2;1861;2150;JORSALFARE FM;FORMATION;74;2389
34/7-16 R2;2150;2379;KYRRE FM;FORMATION;92;2389
34/7-16 R2;2379;2386;RØDBY FM;FORMATION;137;2389
34/7-16 R2;2386;2390;MIME FM;FORMATION;106;2389
34/7-16 R2;2390;2434;ETIVE FM;FORMATION;35;2389
34/7-16 R2;2434;2514;RANNOCH FM;FORMATION;126;2389
34/7-16 R2;2514;2603;DRAKE FM;FORMATION;27;2389
34/7-16 R2;2603;2660;COOK FM;FORMATION;24;2389
34/7-16 R2;2660;2685;BURTON FM;FORMATION;20;2389
34/7-16 R2;2685;2820;AMUNDSEN FM;FORMATION;4;2389
34/7-16 R2;2944;2979;LUNDE FM;FORMATION;97;2389
34/7-17;1087;1097;UTSIRA FM;FORMATION;183;1713
34/7-17;1257;1331;NO FORMAL NAME;FORMATION;111;1713
34/7-17;1331;1403;NO FORMAL NAME;FORMATION;111;1713
34/7-17;1403;1423;NO FORMAL NAME;FORMATION;111;1713
34/7-17;1423;1699;NO FORMAL NAME;FORMATION;111;1713
34/7-17;1699;1770;BALDER FM;FORMATION;6;1713
34/7-17;1770;1924;LISTA FM;FORMATION;95;1713
34/7-17;1924;2116;JORSALFARE FM;FORMATION;74;1713
34/7-17;2116;2444;KYRRE FM;FORMATION;92;1713
34/7-17;2444;2448;RØDBY FM;FORMATION;137;1713
34/7-17;2448;2451;MIME FM;FORMATION;106;1713
34/7-17;2451;2461;HEATHER FM;FORMATION;60;1713
34/7-17;2461;2510;TARBERT FM;FORMATION;162;1713
34/7-17;2510;2559;NESS FM;FORMATION;110;1713
34/7-17;2559;2631;ETIVE FM;FORMATION;35;1713
34/7-17;2631;2697;RANNOCH FM;FORMATION;126;1713
34/7-17;2697;2789;DRAKE FM;FORMATION;27;1713
34/7-17;2789;2818;COOK FM;FORMATION;24;1713
34/7-17;2818;2832;BURTON FM;FORMATION;20;1713
34/7-17;2832;2943;AMUNDSEN FM;FORMATION;4;1713
34/7-17;3085;3115;LUNDE FM;FORMATION;97;1713
34/7-17 A;944;1079;UTSIRA FM;FORMATION;183;1536
34/7-17 A;1257;1331;NO FORMAL NAME;FORMATION;111;1536
34/7-17 A;1331;1403;NO FORMAL NAME;FORMATION;111;1536
34/7-17 A;1403;1423;NO FORMAL NAME;FORMATION;111;1536
34/7-17 A;1423;1699;NO FORMAL NAME;FORMATION;111;1536
34/7-17 A;1699;1770;BALDER FM;FORMATION;6;1536
34/7-17 A;1770;1924;LISTA FM;FORMATION;95;1536
34/7-17 A;1924;2126;JORSALFARE FM;FORMATION;74;1536
34/7-17 A;2126;2483;KYRRE FM;FORMATION;92;1536
34/7-17 A;2483;2487;RØDBY FM;FORMATION;137;1536
34/7-17 A;2487;2495;MIME FM;FORMATION;106;1536
34/7-17 A;2495;2521;TARBERT FM;FORMATION;162;1536
34/7-17 A;2521;2572;NESS FM;FORMATION;110;1536
34/7-17 A;2572;2650;ETIVE FM;FORMATION;35;1536
34/7-18;1054;1064;UTSIRA FM;FORMATION;183;1819
34/7-18;1238;1339;NO FORMAL NAME;FORMATION;111;1819
34/7-18;1339;1374;NO FORMAL NAME;FORMATION;111;1819
34/7-18;1374;1500;NO FORMAL NAME;FORMATION;111;1819
34/7-18;1500;1652;NO FORMAL NAME;FORMATION;111;1819
34/7-18;1652;1683;BALDER FM;FORMATION;6;1819
34/7-18;1683;1770;LISTA FM;FORMATION;95;1819
34/7-18;1770;1783;NO FORMAL NAME;FORMATION;111;1819
34/7-18;1783;1807;LISTA FM;FORMATION;95;1819
34/7-18;1807;2027;JORSALFARE FM;FORMATION;74;1819
34/7-18;2027;2274;KYRRE FM;FORMATION;92;1819
34/7-18;2274;2283;RØDBY FM;FORMATION;137;1819
34/7-18;2283;2284;MIME FM;FORMATION;106;1819
34/7-18;2284;2298;NESS FM;FORMATION;110;1819
34/7-18;2298;2328;ETIVE FM;FORMATION;35;1819
34/7-18;2328;2399;RANNOCH FM;FORMATION;126;1819
34/7-18;2399;2443;DRAKE FM;FORMATION;27;1819
34/7-19;1100;1110;UTSIRA FM;FORMATION;183;1838
34/7-19;1296;1334;NO FORMAL NAME;FORMATION;111;1838
34/7-19;1334;1448;NO FORMAL NAME;FORMATION;111;1838
34/7-19;1448;1486;NO FORMAL NAME;FORMATION;111;1838
34/7-19;1486;1678;NO FORMAL NAME;FORMATION;111;1838
34/7-19;1678;1727;BALDER FM;FORMATION;6;1838
34/7-19;1727;1870;LISTA FM;FORMATION;95;1838
34/7-19;1870;2130;JORSALFARE FM;FORMATION;74;1838
34/7-19;2130;2433;KYRRE FM;FORMATION;92;1838
34/7-19;2433;2437;RØDBY FM;FORMATION;137;1838
34/7-19;2437;2442;MIME FM;FORMATION;106;1838
34/7-19;2442;2456;HEATHER FM;FORMATION;60;1838
34/7-19;2456;2500;TARBERT FM;FORMATION;162;1838
34/7-19;2500;2528;NESS FM;FORMATION;110;1838
34/7-19;2528;2582;ETIVE FM;FORMATION;35;1838
34/7-19;2582;2658;RANNOCH FM;FORMATION;126;1838
34/7-19;2658;2740;DRAKE FM;FORMATION;27;1838
34/7-19;2740;2800;COOK FM;FORMATION;24;1838
34/7-19 R;975;1087;UTSIRA FM;FORMATION;183;2401
34/7-19 R;1303;1341;NO FORMAL NAME;FORMATION;111;2401
34/7-19 R;1341;1455;NO FORMAL NAME;FORMATION;111;2401
34/7-19 R;1455;1493;NO FORMAL NAME;FORMATION;111;2401
34/7-19 R;1493;1685;NO FORMAL NAME;FORMATION;111;2401
34/7-19 R;1685;1734;BALDER FM;FORMATION;6;2401
34/7-19 R;1734;1877;LISTA FM;FORMATION;95;2401
34/7-19 R;1877;2137;JORSALFARE FM;FORMATION;74;2401
34/7-19 R;2137;2440;KYRRE FM;FORMATION;92;2401
34/7-19 R;2440;2444;RØDBY FM;FORMATION;137;2401
34/7-19 R;2444;2449;MIME FM;FORMATION;106;2401
34/7-19 R;2449;2463;HEATHER FM;FORMATION;60;2401
34/7-19 R;2463;2507;TARBERT FM;FORMATION;162;2401
34/7-19 R;2507;2535;NESS FM;FORMATION;110;2401
34/7-19 R;2535;2589;ETIVE FM;FORMATION;35;2401
34/7-19 R;2589;2665;RANNOCH FM;FORMATION;126;2401
34/7-19 R;2665;2747;DRAKE FM;FORMATION;27;2401
34/7-19 R;2747;2807;COOK FM;FORMATION;24;2401
34/7-20;1115;1124;UTSIRA FM;FORMATION;183;1967
34/7-20;1308;1330;NO FORMAL NAME;FORMATION;111;1967
34/7-20;1330;1682;NO FORMAL NAME;FORMATION;111;1967
34/7-20;1682;1732;BALDER FM;FORMATION;6;1967
34/7-20;1732;1881;LISTA FM;FORMATION;95;1967
34/7-20;1881;2138;JORSALFARE FM;FORMATION;74;1967
34/7-20;2138;2572;KYRRE FM;FORMATION;92;1967
34/7-20;2572;2578;MIME FM;FORMATION;106;1967
34/7-20;2578;2581;INTRA DRAUPNE FM SS;FORMATION;26;1967
34/7-20;2581;2613;HEATHER FM;FORMATION;60;1967
34/7-20;2613;2630;TARBERT FM;FORMATION;162;1967
34/7-20;2630;2649;NESS FM;FORMATION;110;1967
34/7-20;2649;2695;ETIVE FM;FORMATION;35;1967
34/7-20;2695;2785;RANNOCH FM;FORMATION;126;1967
34/7-20;2785;2882;DRAKE FM;FORMATION;27;1967
34/7-20;2882;2919;COOK FM;FORMATION;24;1967
34/7-20;2919;2947;BURTON FM;FORMATION;20;1967
34/7-20;2947;3046;AMUNDSEN FM;FORMATION;4;1967
34/7-20;3128;3177;LUNDE FM;FORMATION;97;1967
34/7-21;1025;1040;UTSIRA FM;FORMATION;183;2026
34/7-21;1200;1278;NO FORMAL NAME;FORMATION;111;2026
34/7-21;1278;1322;NO FORMAL NAME;FORMATION;111;2026
34/7-21;1322;1403;NO FORMAL NAME;FORMATION;111;2026
34/7-21;1403;1711;NO FORMAL NAME;FORMATION;111;2026
34/7-21;1711;1754;BALDER FM;FORMATION;6;2026
34/7-21;1754;1856;LISTA FM;FORMATION;95;2026
34/7-21;1856;1863;NO FORMAL NAME;FORMATION;111;2026
34/7-21;1863;1900;LISTA FM;FORMATION;95;2026
34/7-21;1900;2168;JORSALFARE FM;FORMATION;74;2026
34/7-21;2168;2499;KYRRE FM;FORMATION;92;2026
34/7-21;2499;2502;RØDBY FM;FORMATION;137;2026
34/7-21;2502;2508;MIME FM;FORMATION;106;2026
34/7-21;2508;2545;INTRA DRAUPNE FM SS;FORMATION;26;2026
34/7-21;2545;2565;DRAUPNE FM;FORMATION;28;2026
34/7-21;2565;2569;INTRA DRAUPNE FM SS;FORMATION;26;2026
34/7-21;2569;2588;DRAUPNE FM;FORMATION;28;2026
34/7-21;2588;2692;HEATHER FM;FORMATION;60;2026
34/7-21;2692;2763;TARBERT FM;FORMATION;162;2026
34/7-21;2763;2865;NESS FM;FORMATION;110;2026
34/7-21;2865;2903;ETIVE FM;FORMATION;35;2026
34/7-21;2903;2966;RANNOCH FM;FORMATION;126;2026
34/7-21;2966;2972;BROOM FM;FORMATION;17;2026
34/7-21;2972;3015;DRAKE FM;FORMATION;27;2026
34/7-21 A;1025;1040;UTSIRA FM;FORMATION;183;2068
34/7-21 A;1200;1278;NO FORMAL NAME;FORMATION;111;2068
34/7-21 A;1278;1322;NO FORMAL NAME;FORMATION;111;2068
34/7-21 A;1322;1403;NO FORMAL NAME;FORMATION;111;2068
34/7-21 A;1403;1711;NO FORMAL NAME;FORMATION;111;2068
34/7-21 A;1711;1754;BALDER FM;FORMATION;6;2068
34/7-21 A;1754;1876;LISTA FM;FORMATION;95;2068
34/7-21 A;1876;1890;NO FORMAL NAME;FORMATION;111;2068
34/7-21 A;1890;1900;LISTA FM;FORMATION;95;2068
34/7-21 A;1900;2180;JORSALFARE FM;FORMATION;74;2068
34/7-21 A;2180;2847;KYRRE FM;FORMATION;92;2068
34/7-21 A;2847;2851;RØDBY FM;FORMATION;137;2068
34/7-21 A;2851;2870;MIME FM;FORMATION;106;2068
34/7-21 A;2870;2905;INTRA DRAUPNE FM SS;FORMATION;26;2068
34/7-21 A;2905;2960;DRAUPNE FM;FORMATION;28;2068
34/7-21 A;2960;2962;INTRA DRAUPNE FM SS;FORMATION;26;2068
34/7-21 A;2962;3030;DRAUPNE FM;FORMATION;28;2068
34/7-21 A;3030;3036;INTRA HEATHER FM SS;FORMATION;59;2068
34/7-21 A;3036;3306;HEATHER FM;FORMATION;60;2068
34/7-21 A;3306;3360;TARBERT FM;FORMATION;162;2068
34/7-22;907;1075;UTSIRA FM;FORMATION;183;2167
34/7-22;1108;1136;NO FORMAL NAME;FORMATION;111;2167
34/7-22;1136;1200;NO FORMAL NAME;FORMATION;111;2167
34/7-22;1200;1308;NO FORMAL NAME;FORMATION;111;2167
34/7-22;1308;1647;NO FORMAL NAME;FORMATION;111;2167
34/7-22;1647;1673;BALDER FM;FORMATION;6;2167
34/7-22;1673;1810;LISTA FM;FORMATION;95;2167
34/7-22;1810;1974;JORSALFARE FM;FORMATION;74;2167
34/7-22;1974;2168;KYRRE FM;FORMATION;92;2167
34/7-22;2168;2176;RØDBY FM;FORMATION;137;2167
34/7-22;2176;2179;MIME FM;FORMATION;106;2167
34/7-22;2179;2184;INTRA DRAUPNE FM SS;FORMATION;26;2167
34/7-22;2184;2224;HEATHER FM;FORMATION;60;2167
34/7-22;2224;2266;TARBERT FM;FORMATION;162;2167
34/7-22;2266;2356;NESS FM;FORMATION;110;2167
34/7-22;2356;2375;ETIVE FM;FORMATION;35;2167
34/7-22;2375;2456;RANNOCH FM;FORMATION;126;2167
34/7-22;2456;2460;BROOM FM;FORMATION;17;2167
34/7-22;2460;2507;DRAKE FM;FORMATION;27;2167
34/7-23 A;1058;1074;UTSIRA FM;FORMATION;183;2326
34/7-23 A;1074;1144;UNDIFFERENTIATED;FORMATION;182;2326
34/7-23 A;1369;1400;NO FORMAL NAME;FORMATION;111;2326
34/7-23 A;1400;1460;NO FORMAL NAME;FORMATION;111;2326
34/7-23 A;1460;1602;NO FORMAL NAME;FORMATION;111;2326
34/7-23 A;1602;1995;NO FORMAL NAME;FORMATION;111;2326
34/7-23 A;1995;2042;BALDER FM;FORMATION;6;2326
34/7-23 A;2042;2283;LISTA FM;FORMATION;95;2326
34/7-23 A;2283;2623;JORSALFARE FM;FORMATION;74;2326
34/7-23 A;2623;3186;KYRRE FM;FORMATION;92;2326
34/7-23 A;3186;3196;RØDBY FM;FORMATION;137;2326
34/7-23 A;3196;3203;MIME FM;FORMATION;106;2326
34/7-23 A;3203;3246;INTRA DRAUPNE FM SS;FORMATION;26;2326
34/7-23 A;3246;3360;DRAUPNE FM;FORMATION;28;2326
34/7-23 A;3360;3412;HEATHER FM;FORMATION;60;2326
34/7-23 S;1058;1074;UTSIRA FM;FORMATION;183;2296
34/7-23 S;1074;1144;UNDIFFERENTIATED;FORMATION;182;2296
34/7-23 S;1369;1400;NO FORMAL NAME;FORMATION;111;2296
34/7-23 S;1400;1460;NO FORMAL NAME;FORMATION;111;2296
34/7-23 S;1460;1602;NO FORMAL NAME;FORMATION;111;2296
34/7-23 S;1602;1995;NO FORMAL NAME;FORMATION;111;2296
34/7-23 S;1995;2042;BALDER FM;FORMATION;6;2296
34/7-23 S;2042;2283;LISTA FM;FORMATION;95;2296
34/7-23 S;2283;2596;JORSALFARE FM;FORMATION;74;2296
34/7-23 S;2596;3071;KYRRE FM;FORMATION;92;2296
34/7-23 S;3078;3102;INTRA DRAUPNE FM SS;FORMATION;26;2296
34/7-23 S;3102;3182;DRAUPNE FM;FORMATION;28;2296
34/7-23 S;3182;3328;HEATHER FM;FORMATION;60;2296
34/7-23 S;3328;3375;TARBERT FM;FORMATION;162;2296
34/7-24 S;926;1078;UTSIRA FM;FORMATION;183;2460
34/7-24 S;1248;1287;NO FORMAL NAME;FORMATION;111;2460
34/7-24 S;1287;1365;NO FORMAL NAME;FORMATION;111;2460
34/7-24 S;1365;1468;NO FORMAL NAME;FORMATION;111;2460
34/7-24 S;1468;1861;NO FORMAL NAME;FORMATION;111;2460
34/7-24 S;1861;1899;BALDER FM;FORMATION;6;2460
34/7-24 S;1899;2065;LISTA FM;FORMATION;95;2460
34/7-24 S;2065;2402;JORSALFARE FM;FORMATION;74;2460
34/7-24 S;2402;2919;KYRRE FM;FORMATION;92;2460
34/7-24 S;2919;2922;RØDBY FM;FORMATION;137;2460
34/7-24 S;2922;2928;MIME FM;FORMATION;106;2460
34/7-24 S;2928;3091;DRAUPNE FM;FORMATION;28;2460
34/7-24 S;3091;3145;HEATHER FM;FORMATION;60;2460
34/7-25 S;966;1005;UTSIRA FM;FORMATION;183;2863
34/7-25 S;1005;1076;UNDIFFERENTIATED;FORMATION;182;2863
34/7-25 S;1264;1323;NO FORMAL NAME;FORMATION;111;2863
34/7-25 S;1323;1370;NO FORMAL NAME;FORMATION;111;2863
34/7-25 S;1370;1495;NO FORMAL NAME;FORMATION;111;2863
34/7-25 S;1495;1535;NO FORMAL NAME;FORMATION;111;2863
34/7-25 S;1535;1635;NO FORMAL NAME;FORMATION;111;2863
34/7-25 S;1635;1674;NO FORMAL NAME;FORMATION;111;2863
34/7-25 S;1674;1695;NO FORMAL NAME;FORMATION;111;2863
34/7-25 S;1695;2049;NO FORMAL NAME;FORMATION;111;2863
34/7-25 S;2049;2120;BALDER FM;FORMATION;6;2863
34/7-25 S;2120;2331;LISTA FM;FORMATION;95;2863
34/7-25 S;2331;2634;JORSALFARE FM;FORMATION;74;2863
34/7-25 S;2634;2775;KYRRE FM;FORMATION;92;2863
34/7-25 S;2775;2785;RØDBY FM;FORMATION;137;2863
34/7-25 S;2785;2791;MIME FM;FORMATION;106;2863
34/7-25 S;2791;2822;INTRA DRAUPNE FM SS;FORMATION;26;2863
34/7-25 S;2822;2920;HEATHER FM;FORMATION;60;2863
34/7-25 S;2920;2980;TARBERT FM;FORMATION;162;2863
34/7-25 S;2980;3086;NESS FM;FORMATION;110;2863
34/7-25 S;3086;3101;ETIVE FM;FORMATION;35;2863
34/7-25 S;3101;3178;RANNOCH FM;FORMATION;126;2863
34/7-25 S;3178;3183;BROOM FM;FORMATION;17;2863
34/7-25 S;3183;3235;DRAKE FM;FORMATION;27;2863
34/7-26 A;1002;1348;UTSIRA FM;FORMATION;183;3329
34/7-26 A;1570;1751;NO FORMAL NAME;FORMATION;111;3329
34/7-26 A;1751;1920;NO FORMAL NAME;FORMATION;111;3329
34/7-26 A;1920;1990;NO FORMAL NAME;FORMATION;111;3329
34/7-26 A;1990;2047;NO FORMAL NAME;FORMATION;111;3329
34/7-26 A;2047;2070;NO FORMAL NAME;FORMATION;111;3329
34/7-26 A;2070;2657;NO FORMAL NAME;FORMATION;111;3329
34/7-26 A;2657;2768;BALDER FM;FORMATION;6;3329
34/7-26 A;2768;3072;LISTA FM;FORMATION;95;3329
34/7-26 A;3072;3753;JORSALFARE FM;FORMATION;74;3329
34/7-26 A;3753;4115;KYRRE FM;FORMATION;92;3329
34/7-26 A;4115;4123;RØDBY FM;FORMATION;137;3329
34/7-26 A;4123;4129;MIME FM;FORMATION;106;3329
34/7-26 A;4129;4195;INTRA DRAUPNE FM SS;FORMATION;26;3329
34/7-26 A;4195;4219;DRAUPNE FM;FORMATION;28;3329
34/7-26 A;4219;4290;HEATHER FM;FORMATION;60;3329
34/7-26 S;1002;1348;UTSIRA FM;FORMATION;183;3168
34/7-26 S;1555;1617;NO FORMAL NAME;FORMATION;111;3168
34/7-26 S;1617;1665;NO FORMAL NAME;FORMATION;111;3168
34/7-26 S;1665;1867;NO FORMAL NAME;FORMATION;111;3168
34/7-26 S;1867;1980;NO FORMAL NAME;FORMATION;111;3168
